PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
-3452001358,20067986,0,2020-04-09T20:15:00,"5800 Block Darlington Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1408,5,3,-79.9228938,40.4369753
224552317,20068076,99,2020-04-09T22:57:00,"7200 Block Everton St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1202,9,2,-79.89262129,40.46298874
224550585,20067984,10,2020-04-09T20:15:00,"600 Block Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 13(a)(32) Paraphernalia - Use or Possession / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,3001,,,0,0
224555554,20068209,99,2020-04-10T06:11:00,"1100 Block E Warrington Ave Pittsburgh, PA 15203",N,South Side Slopes,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1706,3,3,-79.98643625,40.42196505
224563406,20068218,26,2020-04-10T07:20:00,"600 Block SMITHFIELD St Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts / 2709(b) Stalking,201,6,6,-79.99740883,40.44153322
-3477000312,20068332,14,2020-04-10T05:20:00,"600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.99355915,40.42859831
224575839,20068442,10,2020-04-10T16:00:00,"2000 Block Wendover St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,1413,5,3,-79.92939949,40.43368013
224578053,20068538,6,2020-04-10T18:00:00,"1200 Block Mellon St Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle,1102,7,2,-79.92166182,40.47647507
224578066,20068549,99,2020-04-10T17:45:00,"3300 Block Forbes Ave Pittsburgh, PA 15213",N,South Oakland,4,FOUND PROPERTY,9489 Found Property,409,3,3,-79.96308127,40.43712946
-3416000105,20068197,14,2020-03-27T13:30:00,"700 Block Riverview Ave Pittsburgh, PA 15214",N,Central Business District,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,,,0,0
224591157,20068797,6,2020-04-11T08:00:00,"3700 Block East St Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2607,,,0,0
224591455,20068821,99,2020-04-11T09:15:00,"50 Block 11th St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,3,3,-79.98767554,40.4289675
224591646,20068855,99,2020-04-10T19:00:00,"3600 Block Dawson St Pittsburgh, PA 15213",N,Central Oakland,4,LOST PROPERTY,9504 Lost Property,406,3,3,-79.95253549,40.43624622
224591945,20068834,99,2020-04-11T10:34:00,"200 Block Moffat St Pittsburgh, PA 15205",N,East Carnegie,6,MENTAL 201/302,9498 302 (Mental),2805,2,5,-80.0735776,40.41642101
224596418,20068658,10,2020-04-10T23:31:00,"200 Block Tarragonna St Pittsburgh, PA 15210",Y,Bon Air,3,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1806,4,5,-79.99699067,40.40914807
224598027,20069045,14,2020-04-11T17:00:00,"500 Block Suismon St Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF,3304 Criminal Mischief. / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,2304,1,1,-80.00109066,40.45509003
224599803,20069123,27,2020-04-11T10:30:00,"4000 Block Grizella St Pittsburgh, PA 15214",N,Perry North,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2602,1,1,-80.01648039,40.49171421
224604328,20069172,0,2020-04-11T21:55:00,"East Ohio St & Chestnut St Pittsburgh, PA 15212",N,East Allegheny,1,99,9999 9999 - (Misc. Incident): ,2304,1,1,-79.99450214,40.45490212
224615087,20069412,6,2020-04-12T11:22:00,"1200 Block Brighton Rd Pittsburgh, PA 15212",N,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2503,,,0,0
224616063,20069457,6,2020-04-12T12:30:00,"3900 Block blk. Foster St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,603,,,0,0
224666798,20070355,6,2020-04-14T04:40:00,"700 Block Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle,506,6,3,-79.96316413,40.45262553
-3280002271,20070340,99,2020-04-14T04:10:00,"Glenwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1515,5,3,-79.94063794,40.41074403
224667397,20070373,6,2020-04-14T06:13:00,"100 Block Linnview Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.98886664,40.40324303
224669687,20070379,5,2020-04-06T21:00:00,"500 Block Francis St Pittsburgh, PA 15219",N,Middle Hill,2,BURGLARY,3502 Burglary.,501,6,3,-79.96749434,40.44714039
224563269,20068308,11,2020-04-10T10:30:00,"30 Block Larimer Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT BY DECEPTION,3922 Theft by Deception.,1115,9,2,-79.91566786,40.46427096
224568614,20068370,27,2020-04-10T12:05:00,"Liberty Ave & 30th St Pittsburgh, PA 15201",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.97211422,40.4582566
224578982,20068471,6,2020-04-10T17:05:00,"200 Block Tennyson Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,403,8,3,-79.95503461,40.44741042
224581126,20068630,3,2020-04-10T21:05:00,"1800 Block Chessland St Pittsburgh, PA 15205",N,Westwood,6,ROBBERY,3701 Robbery. / 3701 Robbery. / 3304 Criminal Mischief.,2811,2,5,-80.05528248,40.430647
224581990,20686520,27,2020-04-10T23:24:00,"Marshall Ave & California Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2704,1,1,-80.03097072,40.46242002
224581996,20068660,0,2020-04-10T23:59:00,"200 Block Kirkpatrick St Pittsburgh, PA 15219",N,Terrace Village,2,99,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,511,6,3,-79.97506486,40.44370297
224584404,20068718,99,2020-04-11T02:45:00,"300 Block Flack St Pittsburgh, PA 15210",N,Arlington,3,DOG BITE,9492 Dog Bite,1603,3,3,-79.97074353,40.41467618
224592273,20068911,6,2020-04-11T12:23:00,"2000 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2412,1,1,-79.98571124,40.46939746
224593039,20068922,99,2020-04-11T14:20:00,"1100 Block E Warrington Ave Pittsburgh, PA 15203",N,South Side Slopes,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1706,3,3,-79.98643625,40.42196505
224597164,20069036,27,2020-04-11T16:30:00,"Maytide St & Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3736 Reckless Driving / 1785 Proof of Financial Responsibility Following Accident.,2904,4,3,-79.97788216,40.38447982
224602102,20069076,10,2020-04-11T17:40:00,"Collier St & Bennett St Pittsburgh, PA 15208",N,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1303,9,2,-79.89226854,40.45547092
224603750,20069160,10,2020-04-11T21:00:00,"1000 Block Pennsylvania Ave Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault.,2107,6,1,-80.02015017,40.45520886
224605290,20069139,10,2020-04-11T20:30:00,"200 Block Lafayette Ave Pittsburgh, PA 15214",N,Perry South,1,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3304 Criminal Mischief.,2614,6,1,-80.0096299,40.46536443
224605545,20069125,0,2020-04-11T19:55:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2614,,,0,0
224609590,20069306,0,2020-04-12T05:45:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,99,9998 Overdose Other,2204,,,0,0
224610501,20068948,14,2020-04-11T13:00:00,"1900 Block Woodville Ave Pittsburgh, PA 15220",N,West End,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2019,2,5,-80.03140924,40.43372541
224613711,20069327,0,2020-04-12T08:15:00,"2900 Block Mullins St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9998 Overdose Other,2715,1,1,-80.03196305,40.47041132
224519545,20065387,20,2020-04-05T14:10:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children. / 3364 Minimum Speed Regulation. / 3714 Careless Driving / 1511 Carrying and Exhibiting Driver's License on Demand. / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 4581 Restraint Systems. / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,1203,9,2,-79.90861668,40.47030563
224559766,20068259,6,2020-04-10T09:00:00,"300 Block Jacksonia St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2503,6,1,-80.01065257,40.45782468
224562906,20068265,6,2020-04-10T09:27:00,"7600 Block Penn Ave Pittsburgh, PA 15221",Y,Point Breeze,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1406,9,3,-79.89513557,40.44712288
224562944,20068303,26,2020-04-10T02:00:00,"5500 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT BY EXTORTION,3923 Theft by Extortion.,1413,5,3,-79.9302534,40.43199318
224568756,20065986,6,2020-04-06T15:06:00,"100 Block Sheridan Ave Pittsburgh, PA 15206",N,East Liberty,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1115,9,2,-79.92410792,40.46075633
224568811,20068388,6,2020-04-09T13:00:00,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1406,9,3,-79.89581085,40.44275131
224569206,20068396,99,2020-04-10T13:50:00,"1000 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,MENTAL 201/302,9498 302 (Mental),2020,2,5,-80.04061063,40.44420824
224576666,20068464,0,2020-04-10T16:50:00,"100 Block Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,99,9999 9999 - (Misc. Incident): ,2609,1,1,-80.00164753,40.47712209
224576917,20068434,99,2020-04-10T16:02:00,"3000 Block Naomi St Pittsburgh, PA 15207",N,Glen Hazel,4,AIDED CASE,9497 Aided Case,1504,5,3,-79.92821568,40.40966784
224577556,20068490,6,2020-04-10T16:30:00,"500 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00036837,40.44076817
224584584,20068731,0,2020-04-11T02:47:00,"Line St & Fairland St Pittsburgh, PA 15210",Y,Carrick,3,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),2901,4,3,-79.99514135,40.39432526
224591552,20068843,11,2020-04-10T19:00:00,"5800 Block Aylesboro Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,1403,5,3,-79.92276016,40.43955631
224592128,20068899,27,2020-04-11T12:00:00,"5500 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,2,-79.93486729,40.45363835
-3320006648,20068900,99,2020-04-11T12:15:00,"6200 Block Kalida Dr Pittsburgh, PA 15206",N,East Liberty,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1113,9,2,-79.92043852,40.46410065
224592531,20068886,99,2020-04-11T11:30:00,"1300 Block Woodbourne Ave Pittsburgh, PA 15226",Y,Brookline,6,DOG BITE,9492 Dog Bite,1918,4,5,-80.01484455,40.38745972
224592870,20068959,6,2020-04-11T14:16:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.00161356,40.43886613
224703386,20070663,0,2020-04-14T16:47:00,"400 Block 30th St Pittsburgh, PA 15219",N,Polish Hill,2,99,9999 9999 - (Misc. Incident): ,605,7,6,-79.97018282,40.45609558
224705292,20070651,0,2020-04-14T15:25:00,"Riverview Park Pittsburgh, PA 15212",N,Perry North,1,99,9999 9999 - (Misc. Incident): FOUND PARAPHERNALIA,2602,1,1,-80.02106259,40.48400126
224707223,20070749,0,2020-04-14T18:30:00,"3300 Block Portola Ave Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): Notification from Dover Delaware,2607,1,1,-80.01113843,40.48071053
224708171,20070750,0,2020-04-14T18:30:00,"1200 Block Courtright St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2715,,,0,0
224546234,20067966,10,2020-04-09T19:00:00,"3400 Block McClure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2703,1,1,-80.03641487,40.47755029
224546448,20067881,0,2020-04-09T17:00:00,"7200 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,99,9997 Overdose Death,1303,,,0,0
224575042,20068421,0,2020-04-10T15:36:00,"2600 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,99,9994 PFA Service,510,6,3,-79.96837962,40.44650607
224583495,20068664,0,2020-04-10T23:45:00,"2800 Block Mary St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1608,3,3,-79.96836369,40.4242692
224643290,20070061,0,2020-04-13T16:45:00,"1500 Block Federal St N Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): COVID-19 POSSIBLE EXPOSURE,2206,6,1,-80.0073165,40.45837683
224620073,20069511,4,2020-04-12T17:30:00,"Knox Ave & Bausman St Pittsburgh, PA 15210",Y,Knoxville,3,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person.,3001,3,5,-79.99051843,40.4143736
224621958,20069618,10,2020-04-12T20:05:00,"300 Block Fram St Pittsburgh, PA 15221",N,Homewood South,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1304,9,2,-79.88874218,40.45124495
224622636,20069629,0,2020-04-12T19:56:00,"3500 Block Willett Rd Baldwin, PA 15227",N,Outside State,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),7799,,,-79.96222437,40.37847633
224665732,20070240,3,2020-04-13T23:40:00,"8600 Block Bricelyn St Pittsburgh, AZ 15221",N,East Hills,5,ROBBERY,3701 Robbery. / 2702 Aggravated Assault.,1306,9,2,-79.87435923,40.45786477
224691682,20070547,29,2020-04-14T12:44:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,,,0,0
224698173,20070536,10,2020-04-14T11:50:00,"3000 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2018,,,0,0
224703676,20070638,0,2020-04-14T15:35:00,"700 Block Mc Lain St Pittsburgh, PA 15210",Y,Allentown,3,99,9998 Overdose Other,1803,3,5,-79.9958385,40.42421091
224706713,20070075,24,2020-04-14T17:19:00,"Saw Mill Run Blvd & W Warrington Ave Pittsburgh, PA 15226",Y,Mount Washington,3,OBSTRUCT HIGHWAYS/PUB PASSAGES,"5507 Obstructing Highways and Passages. / 602.04(b)(1)(a) Panhandling-Hindrance to traffic: Intentionally block, obstruct, or interfere with Orderly flow of vehicles or pedestrians",1915,4,5,-80.01135958,40.41508188
224709647,20070682,10,2020-04-14T17:04:00,"5900 Block Penn Cir N Pittsburgh, PA 15206",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 607.07 Carrying Fascimiles of Firearms Prohibited / 627.02(b)(i) Possessing a small amount of marijuana,1115,9,2,-79.92678589,40.46190109
224711544,20070829,26,2020-04-14T15:00:00,"5000 Block Lytle St Pittsburgh, PA 15207",N,Hazelwood,4,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1501,5,3,-79.94629057,40.40788811
224036784,20059359,3,2020-03-26T16:57:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",Y,Hazelwood,4,ROBBERY,3701 Robbery.,1515,5,3,-79.94368636,40.40855025
224038610,20059527,0,2020-03-26T20:20:00,"1600 Block Crucible St Pittsburgh, PA 15220",N,Crafton Heights,6,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2814,2,5,-80.05172116,40.44745713
224101990,20060738,99,2020-03-28T20:20:00,"300 Block Greenfield Ave Pittsburgh, PA 15207",N,Greenfield,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1516,5,3,-79.94893651,40.42557359
224095388,20060552,26,2020-03-28T14:12:00,"900 Block Watson St Pittsburgh, PA 15219",N,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.9917707,40.43840496
224324508,20063943,99,2020-04-03T01:21:00,"2600 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,MENTAL 201/302,9498 302 (Mental),510,6,3,-79.96837962,40.44650607
224372111,20064820,6,2020-04-04T14:30:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1405,9,3,-79.89513557,40.44712288
224537809,20067780,27,2020-04-09T13:20:00,"Bryant St & Portland St Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1102,7,2,-79.9226153,40.47680305
224540722,20067829,6,2020-04-09T15:19:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1405,9,3,-79.89513557,40.44712288
224551054,19068030,99,2020-04-09T21:07:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,MENTAL 201/302,9498 302 (Mental),305,6,3,-79.97998241,40.44358891
224552401,20068065,3,2020-04-09T22:00:00,"3100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY,3701 Robbery. / 2706 Terroristic Threats.,1609,3,3,-79.95972569,40.42085816
223935553,20058496,99,2020-03-25T08:20:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2509,6,1,-80.00698339,40.46031055
223937517,20058412,99,2020-03-25T09:15:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2509,6,1,-80.00698339,40.46031055
-3261285002,20068470,0,2020-04-10T17:00:00,"1500 Block Alverado Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): Custody Dispute,1916,,,0,0
224578747,20068541,14,2020-04-10T18:57:00,"4700 Block Ellsworth Ave Pittsburgh, PA 15213",N,Shadyside,4,CRIM MISCHIEF,3304 Criminal Mischief.,709,8,2,-79.94742533,40.44791517
224584563,20068725,99,2020-04-11T02:57:00,"500 Block Mc Clintock Ave Pittsburgh, PA 15214",Y,Perry South,1,MENTAL 201/302,9498 302 (Mental),2614,6,1,-80.01380648,40.46312226
224597039,20069015,99,2020-04-11T17:30:00,"200 Block N Highland Ave Pittsburgh, PA 15206",Y,Highland Park,5,AIDED CASE,9497 Aided Case,1102,8,2,-79.92529613,40.45875586
224607498,20069270,10,2020-04-12T03:11:00,"5200 Block Schenley Ave Pittsburgh, PA 15224",Y,Garfield,5,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5506 Loitering and Prowling at Night,1016,9,2,-79.93888657,40.47197017
224618101,20069488,11,2020-04-12T14:48:00,"5100 Block Blair St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT BY DECEPTION,3922 Theft by Deception.,1501,5,3,-79.946458,40.40653767
-3314015474,20069490,14,2020-04-12T14:30:00,"300 Block Shiloh St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1914,2,5,-80.00748372,40.42930351
224619176,20069534,27,2020-04-12T15:20:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,9,2,-79.92217494,40.46516578
224620673,20069593,10,2020-04-12T18:24:00,"Marshall Ave & Marshall Rd Pittsburgh, PA 15214",N,Perry North,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2607,1,1,-80.01443324,40.47477764
224686878,20070503,10,2020-04-14T02:18:00,"10 Block Shank St Pittsburgh, PA 15212",N,Spring Hill-City View,1,HARRASSMENT,2709 Harassment (Non-Specific) / 3304 Criminal Mischief.,2620,,,0,0
223938951,20058466,14,2020-03-25T11:07:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,CRIM MISCHIEF,3304 Criminal Mischief. / 3301 Arson ,2509,6,1,-80.00698339,40.46031055
223963351,20058596,10,2020-03-25T15:05:00,"7200 Block Kelly St Pittsburgh, PA 15208",N,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1303,9,2,-79.89699563,40.45551865
224044293,20059686,10,2020-03-27T02:25:00,"5600 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,HARRASSMENT,2709 Harassment (Non-Specific),1017,,,0,0
224087049,20060080,6,2020-03-27T18:13:00,"5100 Block Penn Ave Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,809,7,2,-79.94273724,40.4647828
224089413,20060303,99,2020-03-28T01:30:00,"800 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,MENTAL 201/302,9498 302 (Mental),1915,4,5,-80.01241499,40.41849775
